,ema_fast,ema_slow,rsi_long,rsi_short,total_return,cagr,sharpe,sortino,max_dd,profit_factor,trades
349,10,150,55,50,589.36,37.97,0.8435,1.0615,-79.93,1.0295,13
350,8,100,70,50,587.89,37.92,0.8429,1.0566,-78.71,1.0295,17
351,20,75,65,45,588.55,37.94,0.8424,1.0591,-65.53,1.0294,33
352,20,150,70,45,585.3,37.83,0.8413,1.0554,-78.63,1.0294,15
353,20,150,65,45,585.3,37.83,0.8413,1.0554,-78.63,1.0294,15
354,15,100,70,35,584.14,37.79,0.8412,1.0551,-66.73,1.0294,167
355,5,20,50,50,583.35,37.77,0.8403,1.0582,-65.5,1.0293,21
356,8,150,70,50,578.65,37.61,0.839,1.0536,-76.94,1.0293,17
357,25,100,55,45,577.94,37.58,0.8389,1.05,-70.37,1.0294,14
358,8,100,55,40,577.45,37.57,0.8386,1.0549,-80.43,1.0293,86
359,10,150,70,45,576.49,37.54,0.8381,1.0518,-73.86,1.0293,49
360,5,75,65,50,577.8,37.58,0.8379,1.0535,-82.1,1.0292,61
361,5,75,70,50,577.8,37.58,0.8379,1.0535,-82.1,1.0292,61
362,8,150,70,45,569.35,37.29,0.835,1.0467,-70.87,1.0292,55
363,10,100,50,50,563.67,37.1,0.8347,1.0334,-77.2,1.0296,1
364,10,75,70,40,566.88,37.21,0.8331,1.0478,-71.39,1.0291,190
365,10,150,60,40,563.69,37.1,0.8327,1.0437,-74.8,1.0291,77
366,5,50,60,40,565.65,37.17,0.8323,1.0519,-67.33,1.029,404
367,10,30,55,45,561.45,37.02,0.831,1.0406,-63.41,1.029,125
368,5,50,60,45,556.97,36.87,0.8289,1.0414,-81.68,1.0289,210
369,15,75,60,35,549.57,36.61,0.8265,1.0379,-56.56,1.0289,114
370,8,100,55,30,547.37,36.53,0.8256,1.0365,-81.78,1.0289,96
371,15,100,60,35,544.15,36.42,0.8242,1.0283,-74.22,1.0288,108
372,15,150,65,30,544.09,36.42,0.8242,1.0323,-73.42,1.0288,109
373,8,150,65,50,543.74,36.4,0.8239,1.0346,-78.41,1.0288,17
374,20,50,60,45,544.88,36.44,0.8237,1.0335,-70.31,1.0287,34
375,12,200,70,35,539.72,36.26,0.8222,1.0349,-70.32,1.0288,115
376,12,75,60,40,537.81,36.19,0.8212,1.0336,-66.37,1.0287,112
377,25,200,70,40,536.78,36.16,0.8209,1.033,-58.96,1.0287,51
378,5,200,55,40,534.59,36.08,0.8206,1.0291,-80.37,1.0289,67
379,8,200,60,30,534.54,36.08,0.8203,1.0276,-73.97,1.0287,102
380,15,20,55,45,536.83,36.16,0.8201,1.0341,-75.73,1.0286,157
381,5,150,55,50,532.57,36.01,0.8189,1.0311,-84.19,1.0286,27
382,15,30,70,35,534.48,36.07,0.8187,1.0371,-66.5,1.0285,397
383,20,200,65,45,531.15,35.95,0.8184,1.0247,-78.57,1.0286,21
384,10,200,65,30,530.99,35.95,0.8183,1.0267,-76.96,1.0286,126
385,20,75,55,35,528.34,35.85,0.8177,1.0217,-68.35,1.0287,37
386,15,75,70,45,530.67,35.94,0.8173,1.0282,-76.12,1.0285,43
387,8,200,70,35,527.79,35.83,0.8168,1.0265,-74.57,1.0286,151
388,20,200,70,45,527.63,35.83,0.8168,1.0235,-78.57,1.0286,21
389,10,100,60,45,525.38,35.75,0.8156,1.0252,-68.65,1.0285,63
390,8,150,60,40,524.48,35.71,0.8153,1.0243,-65.58,1.0285,93
391,12,50,70,45,523.54,35.68,0.8141,1.0208,-71.94,1.0284,103
392,15,75,65,45,523.62,35.68,0.8141,1.0245,-76.12,1.0284,41
393,25,100,70,45,518.0,35.48,0.8123,1.0166,-78.05,1.0284,19
394,12,50,60,35,519.31,35.53,0.8122,1.0186,-80.39,1.0283,236
395,5,200,65,50,509.98,35.18,0.809,1.0103,-81.62,1.0283,39
396,5,75,60,35,511.03,35.22,0.8088,1.0171,-74.23,1.0282,334
397,12,75,65,50,511.5,35.24,0.8086,1.014,-82.84,1.0282,5
398,25,30,60,40,510.33,35.2,0.808,1.0209,-70.36,1.0282,143
399,12,75,55,35,505.53,35.02,0.8071,1.0112,-71.5,1.0284,55
400,15,100,55,45,504.96,35.0,0.8063,1.0117,-75.24,1.0282,21
401,8,100,55,35,504.74,34.99,0.8062,1.0112,-81.51,1.0282,92
402,15,150,70,45,499.5,34.79,0.8037,1.0059,-80.07,1.0281,13
403,15,150,65,45,499.18,34.78,0.8036,1.005,-80.07,1.0281,13
404,12,100,70,35,496.7,34.69,0.8021,1.0072,-67.99,1.028,209
405,5,75,70,40,497.71,34.73,0.8018,1.0082,-71.26,1.0279,350
406,25,50,70,35,492.9,34.54,0.7997,1.0063,-69.25,1.0279,216
407,15,20,65,45,492.57,34.53,0.7995,1.0092,-79.73,1.0279,201
408,5,150,65,45,488.29,34.37,0.7981,1.003,-70.61,1.0279,101
409,20,100,60,35,487.49,34.34,0.7979,0.9977,-73.1,1.0279,94
410,12,75,60,50,486.79,34.31,0.7975,0.9984,-82.84,1.0279,5
411,15,75,60,30,486.72,34.31,0.7974,1.0023,-55.57,1.0279,124
412,15,30,60,40,487.43,34.34,0.7971,1.0013,-57.56,1.0278,212
413,8,200,65,30,484.7,34.23,0.7965,0.9975,-82.33,1.0278,154
414,8,150,65,30,484.26,34.22,0.7962,0.9982,-80.24,1.0278,169
415,20,150,60,35,482.19,34.14,0.7949,0.9943,-71.7,1.0278,56
416,15,150,55,50,470.49,33.68,0.7936,0.9635,-77.2,1.0287,1
417,8,200,60,45,477.58,33.96,0.7934,0.9909,-85.66,1.0278,43
418,20,200,60,45,475.93,33.89,0.7926,0.9899,-78.57,1.0278,19
419,8,75,60,45,474.58,33.84,0.7914,0.9933,-86.9,1.0276,77
420,8,100,65,50,473.76,33.81,0.7911,0.9905,-82.24,1.0276,17
421,20,50,65,35,473.16,33.79,0.79,0.9961,-76.32,1.0275,192
422,8,100,70,40,471.1,33.71,0.7896,0.9917,-66.8,1.0276,187
423,15,75,55,30,466.58,33.53,0.7881,0.9849,-60.03,1.0277,43
424,10,100,70,45,466.76,33.54,0.7875,0.9895,-77.39,1.0275,67
425,10,50,60,35,468.33,33.6,0.7875,0.9924,-82.28,1.0274,282
426,10,150,60,30,465.89,33.5,0.7871,0.9872,-77.75,1.0275,93
427,8,75,70,40,466.85,33.54,0.7869,0.9864,-71.03,1.0274,216
428,20,50,60,35,465.93,33.5,0.7865,0.9897,-65.85,1.0274,136
429,5,20,55,50,464.83,33.46,0.786,0.9861,-79.5,1.0274,31
430,8,50,70,40,459.46,33.25,0.783,0.986,-69.26,1.0273,327
431,5,200,70,50,455.1,33.08,0.7817,0.9775,-81.18,1.0273,41
432,25,200,60,45,452.48,32.97,0.7809,0.9736,-79.07,1.0274,8
433,10,200,60,50,449.4,32.85,0.7791,0.9726,-89.17,1.0273,9
434,8,100,60,45,449.95,32.87,0.779,0.9746,-76.72,1.0272,85
435,5,150,70,50,448.09,32.79,0.7779,0.9762,-81.76,1.0272,45
436,12,150,70,45,446.89,32.75,0.7774,0.9728,-79.87,1.0271,41
437,15,100,70,30,447.08,32.75,0.7773,0.9734,-73.77,1.0271,217
438,25,200,65,40,442.8,32.58,0.7758,0.9694,-59.79,1.0273,47
439,5,200,60,50,442.13,32.55,0.7753,0.968,-82.2,1.0271,37
440,12,75,55,40,441.13,32.51,0.7748,0.971,-76.01,1.0272,49
441,20,100,60,45,438.69,32.41,0.7731,0.9668,-81.22,1.027,23
442,12,75,55,50,434.55,32.24,0.7715,0.9567,-84.73,1.0271,5
443,8,75,55,35,431.03,32.1,0.769,0.9683,-76.61,1.0269,82
444,10,150,65,45,428.61,31.99,0.7677,0.9617,-76.02,1.0268,47
445,8,200,70,30,426.69,31.91,0.7666,0.9617,-83.93,1.0268,184
446,12,75,55,30,425.0,31.84,0.7662,0.9594,-75.06,1.0269,61
447,20,30,70,30,426.92,31.92,0.7659,0.9662,-77.12,1.0267,407
448,25,50,70,40,424.2,31.81,0.7647,0.9597,-75.43,1.0267,145
449,10,100,60,35,422.5,31.74,0.7644,0.9566,-79.8,1.0267,154
450,20,100,65,45,421.65,31.7,0.7639,0.9553,-81.22,1.0267,23
451,20,100,70,45,421.29,31.69,0.7637,0.9556,-81.22,1.0267,23
452,12,200,65,40,421.11,31.68,0.7636,0.9608,-68.6,1.0267,71
453,15,100,55,30,420.82,31.67,0.7635,0.9574,-70.24,1.0267,40
454,15,75,55,45,414.86,31.42,0.7632,0.9308,-80.88,1.0274,26
455,8,100,60,35,419.93,31.63,0.7629,0.9584,-71.01,1.0266,170
456,15,20,70,45,420.41,31.65,0.7625,0.9611,-82.11,1.0266,205
457,5,150,50,45,417.08,31.51,0.7619,0.9546,-63.28,1.0268,25
458,10,200,60,35,416.27,31.48,0.7613,0.9523,-75.54,1.0267,82
459,20,75,60,35,416.32,31.48,0.7604,0.9553,-67.61,1.0265,110
460,12,75,70,30,416.04,31.47,0.7601,0.9545,-78.52,1.0265,286
461,15,100,70,45,414.04,31.38,0.7597,0.9499,-83.24,1.0265,41
462,15,30,65,45,413.38,31.35,0.7587,0.9554,-80.11,1.0264,95
463,15,200,65,35,410.73,31.24,0.7579,0.9486,-67.2,1.0265,76
464,12,150,65,45,409.54,31.19,0.7572,0.9467,-81.44,1.0264,41
465,10,100,70,35,407.58,31.1,0.7559,0.9498,-75.61,1.0264,230
466,10,100,65,40,405.64,31.02,0.7549,0.9515,-65.47,1.0263,149
467,15,100,65,45,404.22,30.96,0.7542,0.943,-83.84,1.0263,41
468,15,150,60,45,397.32,30.66,0.7508,0.9302,-83.32,1.0264,13
469,10,30,65,45,397.03,30.65,0.7494,0.9441,-80.68,1.0261,185
470,8,100,60,50,392.15,30.43,0.7473,0.935,-84.74,1.0261,17
471,8,20,55,50,392.38,30.44,0.7469,0.9357,-83.38,1.026,15
472,10,150,55,40,391.1,30.39,0.7466,0.9401,-55.32,1.0261,51
473,15,75,70,35,391.79,30.42,0.7464,0.9422,-58.52,1.026,199
474,15,50,60,35,390.83,30.37,0.7459,0.9412,-75.72,1.026,190
475,20,150,60,45,390.02,30.34,0.7457,0.9352,-82.52,1.026,15
476,5,75,65,40,389.84,30.33,0.7452,0.9351,-71.96,1.0259,330
477,12,75,70,45,389.31,30.31,0.7451,0.9309,-82.23,1.026,47
478,12,75,60,35,388.49,30.27,0.7451,0.9343,-65.13,1.026,144
479,8,200,60,35,384.82,30.11,0.7433,0.9296,-72.3,1.026,96
480,12,100,65,45,384.96,30.11,0.743,0.9319,-81.7,1.0259,59
481,20,150,70,30,381.52,29.96,0.7408,0.9246,-84.28,1.0258,122
482,10,75,55,35,380.15,29.9,0.7407,0.9238,-74.99,1.026,71
483,8,100,65,35,380.65,29.92,0.7404,0.9288,-73.63,1.0258,232
484,5,150,70,35,379.33,29.86,0.7395,0.9278,-81.41,1.0258,235
485,20,50,55,45,377.67,29.78,0.7383,0.9291,-69.56,1.0257,24
486,10,100,60,30,375.63,29.69,0.7375,0.9224,-83.92,1.0257,160
487,10,200,60,30,373.77,29.61,0.7367,0.9218,-81.21,1.0258,86
488,25,150,65,30,374.07,29.62,0.7367,0.921,-65.26,1.0257,100
489,10,30,70,45,373.9,29.61,0.7359,0.9268,-81.2,1.0256,185
490,25,100,65,45,372.99,29.57,0.7359,0.9197,-78.05,1.0257,19
491,12,100,65,35,370.4,29.45,0.7343,0.919,-71.64,1.0256,186
492,25,75,65,30,370.12,29.44,0.7337,0.9223,-65.6,1.0256,162
493,15,150,60,35,368.18,29.35,0.7336,0.9099,-74.66,1.0258,59
494,8,20,70,45,369.14,29.39,0.7329,0.9281,-86.85,1.0255,355
495,5,150,60,45,366.71,29.28,0.732,0.9203,-82.76,1.0255,85
496,20,75,55,30,365.24,29.21,0.7316,0.9143,-69.51,1.0257,39
497,8,75,55,30,364.6,29.18,0.7308,0.9194,-71.13,1.0255,90
498,8,20,65,45,365.46,29.22,0.7306,0.9251,-86.54,1.0254,353
499,20,50,50,50,215.63,21.12,0.7298,0.6838,-50.08,1.0338,1
500,15,100,60,45,361.11,29.02,0.7287,0.9097,-85.45,1.0254,39
501,12,75,55,45,358.85,28.92,0.7277,0.9068,-86.13,1.0256,29
502,12,100,70,45,358.17,28.89,0.7268,0.9125,-81.92,1.0254,61
503,12,200,60,45,357.05,28.83,0.7264,0.9098,-84.41,1.0254,27
504,25,200,70,35,357.11,28.84,0.7262,0.9082,-69.8,1.0254,86
505,8,150,65,45,355.91,28.78,0.7254,0.9085,-80.21,1.0253,55
506,8,150,65,35,355.75,28.77,0.7253,0.9073,-70.14,1.0253,141
507,25,100,60,45,351.56,28.57,0.7227,0.9038,-78.05,1.0252,19
508,8,100,60,30,351.34,28.56,0.7225,0.9073,-85.61,1.0252,186
509,15,30,65,40,350.22,28.51,0.7213,0.9097,-65.0,1.0251,261
510,5,75,60,45,347.62,28.39,0.7201,0.904,-91.73,1.0251,148
511,8,150,55,30,343.22,28.17,0.7174,0.8992,-69.88,1.025,61
512,15,75,60,40,343.13,28.17,0.7172,0.9022,-61.76,1.025,96
513,8,100,65,30,342.92,28.16,0.717,0.9012,-83.66,1.025,270
514,20,75,70,35,341.37,28.09,0.7157,0.9023,-65.53,1.0249,177
515,12,200,70,30,339.79,28.01,0.7152,0.8948,-82.42,1.025,139
516,8,75,55,40,339.3,27.98,0.7148,0.9003,-73.55,1.025,78
517,15,200,60,35,338.87,27.96,0.7148,0.8931,-62.4,1.025,50
518,8,150,55,35,337.86,27.91,0.714,0.8935,-71.19,1.0249,57
519,15,75,65,30,337.56,27.9,0.7132,0.8999,-71.56,1.0248,210
520,20,75,60,45,337.22,27.88,0.713,0.8955,-78.3,1.0248,29
521,15,75,65,40,336.82,27.86,0.7127,0.8992,-60.15,1.0248,132
522,10,20,50,50,253.18,23.41,0.7109,0.7589,-62.88,1.0294,3
523,12,75,65,40,333.65,27.71,0.7106,0.8962,-75.99,1.0247,148
524,25,30,65,35,332.85,27.67,0.7102,0.8943,-78.66,1.0247,240
525,8,75,65,40,333.0,27.68,0.7102,0.8915,-68.04,1.0247,196
526,12,30,70,40,331.47,27.6,0.7091,0.8961,-73.26,1.0247,383
527,8,20,60,45,330.9,27.57,0.7088,0.8931,-87.38,1.0246,341
528,12,75,65,45,326.63,27.36,0.7061,0.8813,-84.5,1.0246,47
529,15,200,70,30,325.36,27.3,0.7057,0.8831,-85.08,1.0246,124
530,20,100,60,30,325.18,27.29,0.7056,0.8804,-74.49,1.0246,106
531,12,100,60,45,322.85,27.17,0.7039,0.881,-85.48,1.0246,55
532,8,150,60,35,320.66,27.06,0.7025,0.8787,-69.33,1.0245,107
533,12,100,60,35,319.61,27.01,0.7018,0.8762,-73.07,1.0245,130
534,10,75,60,35,319.36,27.0,0.7015,0.8794,-75.81,1.0245,174
535,20,75,60,30,318.53,26.96,0.7006,0.8809,-68.25,1.0244,118
536,15,75,70,40,318.12,26.93,0.7002,0.8839,-60.37,1.0244,139
537,10,150,65,35,316.5,26.85,0.6996,0.8744,-75.04,1.0244,131
538,20,150,65,30,316.26,26.84,0.6993,0.8732,-81.02,1.0244,102
539,25,30,70,30,316.57,26.86,0.6992,0.8805,-83.56,1.0243,348
540,10,100,55,45,315.83,26.82,0.699,0.8812,-79.03,1.0244,46
541,25,200,60,40,314.98,26.78,0.6989,0.8706,-64.43,1.0245,32
542,5,50,55,40,314.59,26.75,0.6979,0.8766,-65.78,1.0243,194
543,8,150,55,50,313.36,26.69,0.6974,0.8735,-88.74,1.0243,11
544,8,30,70,40,313.78,26.71,0.6971,0.8841,-76.28,1.0242,543
545,12,50,50,50,305.9,26.31,0.697,0.8359,-62.38,1.0256,5
546,12,50,60,50,312.68,26.66,0.6966,0.8727,-82.0,1.0243,7
547,10,75,65,40,311.73,26.61,0.6958,0.8783,-67.55,1.0242,178
548,20,75,65,30,310.38,26.54,0.695,0.8755,-73.48,1.0242,190
549,15,50,55,50,309.4,26.49,0.6945,0.8689,-85.47,1.0242,5
550,12,50,70,50,303.73,26.2,0.6904,0.8647,-82.39,1.024,7
551,12,50,65,50,303.73,26.2,0.6904,0.8647,-82.39,1.024,7
552,5,100,50,50,301.69,26.09,0.6896,0.8544,-85.29,1.0243,18
553,10,100,55,30,300.55,26.03,0.6885,0.8633,-80.76,1.024,76
554,12,150,60,45,300.48,26.03,0.6884,0.8595,-85.34,1.024,39
555,12,30,50,50,178.53,18.62,0.6868,0.62,-50.08,1.033,1
556,10,20,70,45,298.17,25.9,0.6862,0.8687,-81.11,1.0239,267
557,20,150,60,40,297.04,25.84,0.6858,0.8566,-83.6,1.0239,39
558,10,30,60,45,295.62,25.77,0.6845,0.8619,-84.03,1.0238,177
559,10,75,55,30,292.97,25.63,0.6833,0.8519,-77.94,1.024,77
560,10,100,55,40,291.98,25.58,0.6822,0.8592,-83.7,1.0238,68
561,25,50,70,30,292.14,25.58,0.6821,0.8556,-80.68,1.0237,258
562,20,150,60,30,288.25,25.38,0.6794,0.8487,-72.48,1.0237,58
563,25,30,55,40,287.47,25.33,0.6788,0.8557,-73.8,1.0237,82
564,5,75,50,45,285.86,25.25,0.6779,0.8529,-72.04,1.0238,37
565,15,20,65,40,285.27,25.21,0.6769,0.8595,-71.17,1.0235,441
566,5,75,50,40,284.41,25.17,0.6769,0.8494,-68.9,1.0237,47
567,8,150,60,30,284.11,25.15,0.6765,0.8466,-78.81,1.0236,113
568,8,30,65,40,284.53,25.17,0.6763,0.8572,-78.31,1.0235,519
569,20,30,60,40,283.37,25.11,0.6757,0.8477,-73.81,1.0235,198
570,8,75,50,50,267.29,24.22,0.674,0.7991,-74.05,1.0249,7
571,10,20,65,45,279.85,24.92,0.6729,0.8515,-81.98,1.0234,261
572,10,150,55,30,278.88,24.87,0.6725,0.8481,-68.23,1.0234,57
573,5,200,55,35,278.52,24.85,0.6725,0.8419,-80.58,1.0236,75
574,25,30,60,45,278.87,24.87,0.6722,0.845,-77.11,1.0234,63
575,12,100,70,30,277.93,24.81,0.6718,0.8402,-81.78,1.0234,255
576,12,150,55,50,277.58,24.79,0.6715,0.8425,-93.0,1.0234,11
577,10,30,70,40,277.56,24.79,0.6711,0.8503,-70.4,1.0233,453
578,12,100,60,30,276.29,24.72,0.6707,0.8371,-77.59,1.0234,132
579,25,50,65,40,274.77,24.64,0.6692,0.8389,-81.0,1.0233,136
580,15,75,55,35,273.57,24.57,0.6688,0.8346,-71.46,1.0234,43
581,8,30,50,50,225.75,21.76,0.6684,0.7281,-57.84,1.0269,3
582,20,30,65,35,269.55,24.35,0.6652,0.8369,-80.08,1.0231,303
583,5,100,55,30,268.75,24.3,0.6648,0.8336,-78.8,1.0232,130
584,5,50,70,40,268.91,24.31,0.6645,0.8392,-81.98,1.0231,479
585,15,20,60,45,268.3,24.28,0.6642,0.835,-84.48,1.0231,187
586,8,200,55,30,266.92,24.2,0.6636,0.8304,-79.07,1.0233,59
587,15,30,70,30,267.31,24.22,0.6633,0.8384,-67.48,1.0231,477
588,12,30,55,45,266.59,24.18,0.6629,0.8329,-64.38,1.0231,111
589,25,100,55,40,265.26,24.11,0.6622,0.8272,-79.23,1.0231,34
590,5,50,65,40,264.96,24.09,0.6614,0.8353,-81.84,1.023,467
591,25,30,60,35,261.22,23.88,0.6587,0.8285,-74.02,1.0229,182
592,8,100,70,45,259.07,23.75,0.6572,0.8229,-86.28,1.0229,95
593,10,100,55,35,256.26,23.59,0.655,0.8201,-83.69,1.0228,76
594,5,100,55,35,255.67,23.56,0.6545,0.8195,-84.43,1.0228,126
595,8,75,65,30,254.17,23.47,0.653,0.8221,-78.86,1.0227,320
596,5,100,50,35,253.15,23.41,0.6527,0.8149,-71.04,1.0229,39
597,8,75,70,45,252.85,23.39,0.652,0.8154,-87.34,1.0227,81
598,8,50,65,40,252.34,23.36,0.6515,0.8194,-85.69,1.0227,313
599,8,30,65,45,252.33,23.36,0.6515,0.8215,-86.04,1.0226,247
600,10,150,60,45,251.28,23.3,0.651,0.8151,-88.51,1.0227,43
601,12,100,65,30,250.78,23.27,0.6506,0.8139,-80.73,1.0227,214
602,8,75,60,30,250.59,23.26,0.6504,0.8172,-78.11,1.0227,214
603,5,100,50,30,247.81,23.1,0.6483,0.8094,-71.13,1.0227,39
604,25,100,55,30,247.91,23.1,0.6482,0.8182,-59.23,1.0226,38
605,10,50,65,35,246.49,23.02,0.6468,0.8138,-87.81,1.0225,366
606,12,20,70,45,245.52,22.96,0.6459,0.8164,-84.92,1.0224,227
607,8,20,55,45,245.14,22.94,0.6458,0.8076,-82.55,1.0224,252
608,15,20,55,40,244.25,22.89,0.645,0.8135,-78.25,1.0224,218
609,12,50,55,50,242.72,22.8,0.6438,0.8064,-84.66,1.0224,7
610,12,75,60,30,239.74,22.62,0.6414,0.8038,-71.98,1.0223,160
611,8,50,60,45,239.44,22.6,0.641,0.8022,-90.62,1.0223,129
612,20,50,70,30,236.72,22.43,0.6387,0.8014,-83.66,1.0222,276
613,15,50,55,45,236.68,22.43,0.6387,0.803,-79.16,1.0223,45
614,15,75,55,40,236.0,22.39,0.6384,0.7982,-74.07,1.0224,41
615,8,30,70,45,235.4,22.35,0.6375,0.8032,-89.12,1.0222,251
616,12,150,65,35,233.28,22.22,0.6359,0.7966,-74.61,1.0222,117
617,25,50,65,35,232.81,22.2,0.6354,0.7984,-76.32,1.0221,190
618,5,100,55,40,232.38,22.17,0.6352,0.7958,-85.47,1.0221,116
619,15,150,70,30,228.04,21.9,0.6315,0.7901,-85.36,1.022,133
620,5,100,70,50,225.17,21.72,0.6289,0.786,-89.51,1.0219,49
621,25,150,65,35,224.91,21.71,0.6288,0.7841,-66.92,1.0219,86
622,25,200,60,30,224.32,21.67,0.6283,0.7849,-56.63,1.022,46
623,25,50,70,45,224.25,21.67,0.6279,0.7873,-87.83,1.0218,55
624,10,150,70,35,223.45,21.62,0.6274,0.7839,-79.63,1.0219,143
625,5,75,55,45,222.57,21.56,0.6266,0.7879,-92.97,1.0218,78
626,12,50,70,40,221.68,21.51,0.6257,0.7842,-76.31,1.0217,232
627,5,200,55,30,221.22,21.48,0.6255,0.783,-80.58,1.0219,79
628,5,150,70,30,221.32,21.48,0.6254,0.7849,-87.11,1.0218,289
629,15,100,55,35,220.59,21.44,0.6249,0.7819,-74.32,1.0218,38
630,5,75,70,45,220.7,21.44,0.6248,0.7833,-88.84,1.0217,174
631,12,150,70,35,219.2,21.35,0.6236,0.7812,-75.42,1.0217,133
632,20,200,70,35,217.77,21.26,0.6224,0.778,-76.85,1.0217,90
633,20,200,60,40,216.4,21.17,0.6212,0.7754,-77.79,1.0217,38
634,5,100,70,40,215.12,21.09,0.6199,0.7764,-78.37,1.0216,278
635,10,100,65,45,214.67,21.06,0.6195,0.7782,-82.78,1.0216,65
636,10,50,70,30,214.75,21.06,0.6194,0.7812,-79.96,1.0215,484
637,10,75,70,45,213.2,20.97,0.6181,0.7733,-90.04,1.0215,63
638,15,75,60,45,212.41,20.91,0.6175,0.7711,-86.27,1.0215,39
639,5,50,55,30,212.17,20.9,0.6172,0.7739,-74.29,1.0214,210
640,10,100,70,30,211.65,20.87,0.6168,0.7726,-84.45,1.0215,284
641,5,100,55,50,211.64,20.86,0.6167,0.771,-93.18,1.0215,29
642,8,100,65,45,210.93,20.82,0.6161,0.7708,-88.01,1.0215,93
643,8,30,55,40,209.73,20.74,0.6149,0.7732,-84.11,1.0214,254
644,8,150,55,40,208.61,20.67,0.6141,0.7664,-70.55,1.0214,55
645,5,75,60,30,208.03,20.63,0.6135,0.7685,-77.04,1.0213,348
646,5,100,50,40,207.27,20.58,0.6128,0.765,-77.41,1.0215,35
647,12,75,65,35,206.87,20.55,0.6123,0.7673,-77.43,1.0213,198
648,8,200,55,45,202.67,20.28,0.6084,0.7595,-85.73,1.0214,28
649,10,75,55,40,202.27,20.25,0.6081,0.7594,-70.98,1.0213,65
650,8,75,65,35,202.07,20.24,0.6078,0.7621,-82.45,1.0211,262
651,8,50,65,45,202.03,20.24,0.6077,0.7615,-90.4,1.0211,137
652,20,50,60,30,200.59,20.14,0.6064,0.7611,-77.71,1.0211,156
653,8,75,70,30,200.57,20.14,0.6063,0.7629,-82.12,1.0211,390
654,10,100,65,35,200.2,20.11,0.6061,0.7589,-81.69,1.0211,200
655,10,30,55,40,199.99,20.1,0.6059,0.7576,-69.26,1.021,188
656,10,75,60,45,199.86,20.09,0.6057,0.7591,-89.37,1.0211,61
657,8,50,60,35,198.73,20.02,0.6046,0.7619,-82.24,1.021,324
658,12,30,65,40,198.82,20.02,0.6046,0.7639,-71.01,1.021,375
659,10,150,55,35,197.99,19.97,0.6039,0.7588,-71.04,1.021,55
660,10,100,50,45,197.77,19.95,0.6037,0.7584,-74.32,1.0211,13
661,8,50,55,45,197.46,19.93,0.6034,0.7564,-81.72,1.021,75
662,5,150,70,45,196.56,19.87,0.6025,0.7552,-85.6,1.021,105
663,25,50,60,40,193.48,19.66,0.5996,0.7503,-80.23,1.0208,108
664,20,50,65,30,189.82,19.41,0.596,0.7497,-81.02,1.0207,232
665,25,30,55,35,186.91,19.21,0.5932,0.7445,-71.3,1.0207,84
666,10,75,55,45,186.48,19.18,0.5927,0.7388,-81.03,1.0207,40
667,10,75,70,35,182.95,18.93,0.5892,0.7364,-84.37,1.0205,272
668,8,150,60,45,183.02,18.94,0.5892,0.7368,-90.21,1.0205,55
669,10,30,65,40,179.65,18.7,0.5858,0.7412,-71.1,1.0203,443
670,12,100,50,50,177.45,18.55,0.5835,0.7117,-82.06,1.0211,6
671,10,150,65,30,177.24,18.53,0.5834,0.7299,-86.57,1.0203,159
672,25,30,55,30,177.16,18.52,0.5833,0.7328,-74.34,1.0203,84
673,10,100,65,30,176.06,18.45,0.5822,0.7292,-86.64,1.0203,234
674,5,50,50,40,173.95,18.29,0.58,0.7264,-76.8,1.0202,36
675,10,100,50,40,171.42,18.11,0.5772,0.7244,-74.32,1.0202,13
676,5,75,50,30,170.71,18.06,0.5765,0.7223,-68.9,1.0202,49
677,15,75,70,30,170.61,18.05,0.5764,0.7268,-72.12,1.02,249
678,15,20,50,50,131.82,15.05,0.5752,0.5489,-50.08,1.0261,2
679,12,150,65,30,167.59,17.83,0.5733,0.7165,-88.08,1.0199,141
680,25,75,70,30,166.43,17.75,0.5721,0.7166,-79.57,1.0199,204
681,15,50,70,35,165.23,17.66,0.5708,0.7128,-91.9,1.0198,272
682,12,50,65,35,164.68,17.62,0.5703,0.7131,-85.31,1.0198,306
683,12,100,50,45,164.96,17.64,0.5702,0.7187,-69.91,1.02,13
684,10,50,55,45,164.71,17.62,0.57,0.7209,-84.35,1.0198,75
685,8,30,60,40,164.31,17.59,0.5698,0.7212,-85.94,1.0198,462
686,10,75,65,35,162.97,17.49,0.5683,0.714,-79.85,1.0197,246
687,8,100,55,50,161.66,17.39,0.5668,0.7068,-91.72,1.0197,15
688,5,100,65,40,161.24,17.36,0.5664,0.7091,-85.52,1.0197,244
689,15,20,60,40,161.11,17.35,0.5663,0.7151,-76.68,1.0196,375
690,25,50,65,30,159.69,17.25,0.5648,0.7089,-83.69,1.0196,218
691,8,75,70,35,159.72,17.25,0.5648,0.7076,-83.72,1.0196,302
692,20,75,70,30,159.3,17.22,0.5643,0.7105,-71.03,1.0196,219
693,10,30,55,35,159.04,17.2,0.5642,0.7054,-75.89,1.0196,194
694,12,150,60,40,157.08,17.05,0.5618,0.702,-78.77,1.0195,69
695,15,150,70,35,154.3,16.84,0.5586,0.7007,-83.99,1.0195,101
696,20,150,50,50,111.44,13.3,0.5582,0.467,-50.08,1.0286,1
697,10,30,55,30,153.29,16.76,0.5578,0.697,-75.89,1.0194,198
698,8,100,50,40,152.15,16.67,0.5561,0.6981,-77.13,1.0195,23
